age,total_life,R_Country,H_Country,Same_RH_Country,Privacy,TLD,cheap_TLD,dom_has_hyphen,dom_has_digits,top1m,has_Social,external_links,internal_links,label
28.4575,29,1,1,1,0,1,0,0,0,1,1,7,78,0
29.7836,33,8,8,1,1,3,0,0,0,1,1,16,134,0
18.1589,20,1,1,1,0,1,0,0,0,1,0,8,23,0
28.8986,34,1,3,0,1,3,0,0,0,1,1,5,2,0
10.5233,11,3,1,0,1,1,0,0,0,1,0,5,22,0
29.189,30,1,1,1,0,1,0,0,0,1,1,17,173,0
23.0932,24,1,3,0,0,1,0,0,0,1,1,7,0,0
14.3753,23,1,8,0,1,20,0,0,0,1,1,69,0,0
25.4356,26,4,4,1,0,1,0,0,0,1,0,7,181,0
17.7507,18,1,3,0,0,1,0,0,0,1,0,14,6,0
38.2055,39,1,1,1,0,28,0,0,0,1,1,13,46,0
29.5479,30,1,16,0,0,1,0,0,0,1,1,33,401,0
27.0164,28,1,16,0,1,3,0,0,0,1,1,10,3,0
24.7397,25,8,8,1,0,38,0,0,0,1,0,0,8,0
18.0795,24,3,3,1,0,1,0,0,0,1,1,7,222,0
37.074,38,1,8,0,0,1,0,0,0,1,0,0,0,0
18.4959,19,1,16,0,0,1,0,0,0,1,0,4,71,0
28.3562,29,1,11,0,0,1,0,0,0,1,1,30,262,0
18.3096,19,1,1,1,0,1,0,0,0,1,1,19,76,0
28.5863,34,1,1,1,0,1,0,0,0,1,1,8,128,0
26.4658,27,41,6,0,0,1,0,0,0,1,0,0,0,0
25.6822,26,1,1,1,0,1,0,0,0,1,0,1,0,0
20.0493,22,1,16,0,0,1,0,0,0,1,1,15,0,0
38.4658,39,1,3,0,0,28,0,0,0,1,1,17,143,0
25.2493,26,10,3,0,1,1,0,0,0,1,0,0,9,0
14.9096,17,2,1,0,0,1,0,0,0,1,0,0,0,0
30.074,31,1,3,0,0,1,0,0,0,1,1,13,12,0
9.9151,11,1,11,0,1,20,0,0,0,1,1,2,0,0
21.3397,22,1,10,0,0,1,0,0,0,1,0,5,150,0
11.0247,12,1,1,1,0,1,0,0,0,1,0,1,12,0
28.4767,35,1,42,0,0,1,0,0,0,1,1,74,356,0
29.6219,31,1,11,0,0,1,0,0,0,1,1,18,45,0
25.6493,26,11,3,0,1,3,0,0,0,1,1,26,58,0
16.1973,18,4,4,1,0,1,0,0,0,1,1,119,6,0
18.9836,20,1,3,0,0,1,0,0,0,1,1,4,7,0
28.1726,29,1,1,1,0,1,0,0,0,1,0,32,150,0
23.1863,24,1,3,0,1,3,0,0,0,1,0,0,0,0
19.9726,29,1,3,0,0,1,0,0,0,1,1,95,168,0
13.3452,14,37,1,0,1,1,0,0,0,1,0,0,0,0
29.1699,36,1,3,0,0,1,0,0,0,1,1,23,14,0
24.7507,25,1,3,0,0,1,0,0,0,1,1,6,0,0
27.9342,28,1,1,1,0,1,0,0,0,1,0,0,0,0
26.1973,27,1,1,1,0,1,0,0,0,1,1,18,246,0
28.0493,29,1,1,1,1,3,0,0,0,1,0,25,2,0
26.7068,27,1,1,1,0,1,0,0,0,1,1,188,0,0
24.4082,25,1,1,1,0,1,0,0,0,1,1,8,10,0
19.9534,20,1,3,0,0,1,0,0,0,1,1,73,19,0
27.3616,28,999,1,0,1,6,0,0,0,1,1,36,83,0
0,1,999,8,0,1,39,0,0,0,1,1,15,65,0
36.8959,37,1,1,1,0,28,0,0,0,1,1,9,45,0
32.4219,33,1,1,1,0,1,0,0,0,1,1,26,289,0
28.863,34,1,1,1,1,3,0,0,0,1,0,0,0,0
27.7205,32,1,3,0,1,3,0,0,0,1,0,0,0,0
20.7041,21,1,1,1,1,3,0,0,0,1,1,18,51,0
28.5288,29,1,1,1,0,1,0,0,0,1,0,0,0,0
27.9918,28,1,1,1,0,1,0,0,0,1,1,497,0,0
25.1973,30,1,1,1,0,1,0,0,0,1,0,0,0,0
20.1068,29,1,3,0,0,1,0,0,0,1,0,1,0,0
29.2,30,11,1,0,0,1,0,0,0,1,1,34,166,0
5.3507,6,1,1,1,1,40,0,0,0,1,0,11,0,0
24.5041,25,1,1,1,0,1,0,0,0,1,0,2,2,0
17.6795,18,11,3,0,0,5,0,0,0,1,1,6,84,0
26.611,27,1,1,1,0,1,0,0,0,1,0,0,0,0
25.0575,28,999,4,0,1,41,0,0,0,1,0,200,886,0
23.8027,28,2,3,0,0,1,0,0,0,1,0,0,23,0
20.2301,21,11,11,1,0,31,0,0,0,1,1,8,68,0
34.4137,40,11,3,0,1,1,0,0,0,1,0,57,72,0
28.4959,29,1,1,1,0,1,0,0,0,1,1,21,83,0
26.0822,27,1,16,0,0,1,0,0,0,1,0,1,11,0
28.8795,29,1,1,1,1,1,0,0,0,1,0,0,0,0
21.4411,22,1,3,0,0,1,0,0,0,1,0,15,218,0
20.737,21,1,9,0,1,3,0,0,0,1,0,13,11,0
26.7507,27,11,3,0,0,1,0,0,0,1,0,9,3,0
24.7562,25,1,3,0,1,3,0,0,0,1,0,1,5,0
25.7014,26,1,3,0,0,1,0,0,0,1,0,1,0,0
19.8685,20,11,11,1,0,5,0,0,0,1,0,6,22,0
22.326,23,1,1,1,1,3,0,0,0,0,0,1,0,0
30.2027,31,1,3,0,0,1,0,0,0,1,0,0,0,0
33.5616,34,1,1,1,0,1,0,0,0,1,0,0,0,0
26.1918,27,999,1,0,1,42,0,0,0,1,1,25,82,0
21.8685,27,1,3,0,1,1,0,0,0,1,0,0,0,0
37.4192,38,1,1,1,0,28,0,0,0,1,1,10,61,0
18.8356,20,1,3,0,0,1,0,0,0,1,1,18,86,0
22.9068,23,1,9,0,1,3,0,0,0,1,0,7,1,0
17.2055,18,1,3,0,1,1,0,0,0,1,1,20,60,0
37.7397,38,1,1,1,0,1,0,0,0,1,1,26,0,0
24.4932,26,18,3,0,0,1,0,0,0,1,1,14,294,0
21.6274,22,1,1,1,0,11,1,0,0,1,1,15,286,0
38.1863,39,1,1,1,0,28,0,0,0,1,1,18,43,0
25.5425,26,11,3,0,0,1,0,0,0,1,1,21,40,0
27.3616,28,999,16,0,1,6,0,0,0,1,1,17,63,0
37.7233,40,1,1,1,0,1,0,0,0,1,1,18,11,0
29.0384,32,11,3,0,1,1,0,0,0,1,1,17,29,0
22.6,23,15,3,0,1,1,0,0,0,1,0,1,0,0
27.0521,28,3,8,0,0,1,0,0,0,1,1,14,9,0
26.1918,27,999,1,0,1,42,0,0,0,1,1,24,92,0
21.4493,22,1,8,0,0,1,0,0,0,1,1,103,0,0
26.4603,27,1,1,1,0,1,0,0,0,1,1,35,324,0
10.4356,11,11,3,0,1,9,0,0,0,1,1,14,15,0
10.0849,13,1,1,1,1,1,0,0,0,1,1,10,0,0
10.8603,11,1,1,1,0,1,0,0,0,1,1,20,34,0
11.7945,14,25,11,0,0,1,0,0,0,1,1,1,0,0
10.1616,11,8,7,0,1,9,0,0,0,0,1,4,14,0
11.5041,12,2,3,0,0,1,0,0,0,0,1,6,0,0
9.474,10,8,3,0,1,1,0,1,0,0,0,6,0,0
